0 0
4.41367e-12 4.72428e-08
3.53094e-11 1.88971e-07
1.19169e-10 4.25185e-07
2.82475e-10 7.55884e-07
5.51709e-10 1.18107e-06
9.53353e-10 1.70074e-06
1.51389e-09 2.3149e-06
2.2598e-09 3.02354e-06
3.21756e-09 3.82666e-06
4.41367e-09 4.72427e-06
5.87459e-09 5.71637e-06
7.62682e-09 6.80295e-06
9.69683e-09 7.98402e-06
1.21111e-08 9.25957e-06
1.48961e-08 1.06296e-05
1.80784e-08 1.20941e-05
2.16843e-08 1.36531e-05
2.57405e-08 1.53066e-05
3.02733e-08 1.70546e-05
3.53093e-08 1.88971e-05
4.08749e-08 2.0834e-05
4.69967e-08 2.28654e-05
5.3701e-08 2.49913e-05
6.10144e-08 2.72117e-05
6.89634e-08 2.95266e-05
7.75745e-08 3.1936e-05
8.6874e-08 3.44398e-05
9.68886e-08 3.70381e-05
1.07645e-07 3.9731e-05
1.19169e-07 4.25182e-05
1.31487e-07 4.54e-05
1.44627e-07 4.83763e-05
1.58613e-07 5.1447e-05
1.73474e-07 5.46122e-05
1.89235e-07 5.78719e-05
2.05923e-07 6.12261e-05
2.23564e-07 6.46748e-05
2.42186e-07 6.82179e-05
2.61813e-07 7.18555e-05
2.82473e-07 7.55876e-05
3.04193e-07 7.94142e-05
3.26998e-07 8.33353e-05
3.50915e-07 8.73508e-05
3.75971e-07 9.14609e-05
4.02192e-07 9.56654e-05
4.29605e-07 9.99643e-05
4.58236e-07 0.000104358
4.88112e-07 0.000108846
5.19259e-07 0.000113428
5.51703e-07 0.000118105
5.85472e-07 0.000122876
6.20591e-07 0.000127742
6.57087e-07 0.000132703
6.94986e-07 0.000137757
7.34316e-07 0.000142907
7.75101e-07 0.00014815
8.1737e-07 0.000153489
8.61149e-07 0.000158921
9.06463e-07 0.000164448
9.53339e-07 0.00017007
1.0018e-06 0.000175786
1.05189e-06 0.000181597
1.10361e-06 0.000187502
1.157e-06 0.000193501
1.21208e-06 0.000199595
1.26889e-06 0.000205784
1.32745e-06 0.000212067
1.38777e-06 0.000218444
1.4499e-06 0.000224916
1.51386e-06 0.000231482
1.57967e-06 0.000238143
1.64736e-06 0.000244898
1.71696e-06 0.000251748
1.78849e-06 0.000258692
1.86198e-06 0.000265731
1.93745e-06 0.000272864
2.01494e-06 0.000280092
2.09447e-06 0.000287414
2.17606e-06 0.00029483
2.25974e-06 0.000302341
2.34554e-06 0.000309947
2.43349e-06 0.000317646
2.52361e-06 0.000325441
2.61593e-06 0.00033333
2.71047e-06 0.000341313
2.80726e-06 0.000349391
2.90633e-06 0.000357563
3.0077e-06 0.00036583
3.1114e-06 0.000374191
3.21746e-06 0.000382646
3.32591e-06 0.000391196
3.43676e-06 0.000399841
3.55005e-06 0.00040858
3.6658e-06 0.000417413
3.78404e-06 0.000426341
3.90479e-06 0.000435363
4.02809e-06 0.00044448
4.15395e-06 0.000453691
4.28241e-06 0.000462997
4.4135e-06 0.000472397
4.54723e-06 0.000481891
4.68363e-06 0.00049148
4.82274e-06 0.000501164
4.96457e-06 0.000510942
5.10915e-06 0.000520814
5.25652e-06 0.000530781
5.40669e-06 0.000540842
5.5597e-06 0.000550998
5.71556e-06 0.000561248
5.87432e-06 0.000571592
6.03598e-06 0.000582031
6.20058e-06 0.000592565
6.36815e-06 0.000603193
6.53871e-06 0.000613915
6.71229e-06 0.000624732
6.88892e-06 0.000635643
7.06861e-06 0.000646648
7.2514e-06 0.000657748
7.43732e-06 0.000668943
7.62639e-06 0.000680232
7.81864e-06 0.000691615
8.01409e-06 0.000703093
8.21276e-06 0.000714665
8.4147e-06 0.000726332
8.61992e-06 0.000738093
8.82845e-06 0.000749948
9.04031e-06 0.000761898
9.25554e-06 0.000773943
9.47416e-06 0.000786081
9.69619e-06 0.000798315
9.92166e-06 0.000810642
1.01506e-05 0.000823064
1.0383e-05 0.000835581
1.0619e-05 0.000848192
1.08585e-05 0.000860897
1.11016e-05 0.000873697
1.13483e-05 0.000886591
1.15986e-05 0.000899579
1.18525e-05 0.000912662
1.21102e-05 0.00092584
1.23715e-05 0.000939111
1.26366e-05 0.000952478
1.29054e-05 0.000965938
1.31781e-05 0.000979493
1.34545e-05 0.000993143
1.37348e-05 0.00100689
1.40189e-05 0.00102072
1.4307e-05 0.00103466
1.45989e-05 0.00104868
1.48948e-05 0.00106281
1.51947e-05 0.00107702
1.54986e-05 0.00109133
1.58064e-05 0.00110574
1.61184e-05 0.00112024
1.64344e-05 0.00113483
1.67545e-05 0.00114952
1.70788e-05 0.0011643
1.74072e-05 0.00117918
1.77398e-05 0.00119415
1.80766e-05 0.00120921
1.84176e-05 0.00122437
1.87629e-05 0.00123963
1.91125e-05 0.00125498
1.94664e-05 0.00127042
1.98246e-05 0.00128596
2.01872e-05 0.00130159
2.05543e-05 0.00131731
2.09257e-05 0.00133313
2.13016e-05 0.00134905
2.16819e-05 0.00136506
